remap_id,entity_name
29366,excellent value for the price
29367,options at various price points
29368,range of offerings
29371,Craft beer shop
29372,animal emergency care
29374,Animal Emergency and Specialty Center
29375,unique and flavor-packed brews
29376,pet-friendly environments
29377,clean and casual setting
29378,sauce ratio
29379,cheese ratio
29381,themed dress-up nights for holidays
29382,casual family setting
29383,Customers who enjoy Italian cuisine
29384,Customers who enjoy casual dining
29386,Customers who don't mind slower service
29387,macabre
29388,atmospheric places
29389,individuals with morbid curiosity
29390,Tennessee
29391,Tennessee's history
29392,hot sausages
29393,average customer service
29394,Fans of delicious hot sausages
29395,oversized servings
29396,a clean and organized restaurant setting
29397,fans of fast and healthier Greek food options
29399,lashes
29401,Users who enjoy high-quality salon services
29402,Sichuan cuisine
29403,spicy hot pot
29404,curry chicken
29405,jerk shrimp
29407,Heating and Air Conditioning services
29409,extra care for homes
29410,meat skewers
29411,hassle-free car selling experience
29413,quick process with no haggling
29416,hardworking women
29418,People who enjoy Mexican food
29419,Hamilton Township
29420,Fans of flavorful paella
29421,outdoor entertainment
29422,peaceful and quiet environment
29423,good coffee selection
29424,collaborations with local businesses
29425,beautiful views of the skyline
29426,Relaxing retreat
29428,cozy family atmosphere
29429,friendly and personalized service
29430,unique and delicious dishes
29431,Cantonese food
29432,regal
29433,budget-friendly menu
29434,Fans of affordable and authentic Mexican food
29435,indoor golf
29437,photo booths
29439,access to a diverse selection of beverages
29441,charitable impact
29442,Australian cuisine
29443,supporting local community initiatives
29444,French-Canadian cuisine
29445,Beaumont
29446,"rustic, charming ambiance"
29447,tasteful dishes
29449,Fans of French-Canadian cuisine
29450,warm and inviting environment
29451,wide selection of choices
29453,clean and friendly atmospheres
29454,savory beef cheesesteak
29455,fruit salad
29456,cinnamon
29457,car wash service
29458,economical pricing
29461,French country decor
29462,delicious small plates
29463,tapas menu
29466,Users who appreciate a French country decor
29467,Users who appreciate small plates
29468,Users who appreciate tapas style menu
29469,Users who enjoy well-made cocktails
29470,Users who like a classy atmosphere
29471,Users who enjoy a romantic atmosphere
29472,unique and creative dishes
29473,locally sourced high-quality ingredients
29474,Soup lovers
29475,tiki drinks
29476,Instagram-friendly setting
29477,Fans of unique themed bars
29478,Tiki drinks aficionados
29479,Adventurous individuals
29480,artfully crafted cocktails
29481,Children's Memorial Garden
29482,Individuals interested in community events
29483,unique twists on traditional breakfast and lunch items
29484,"Breakfast, Lunch and Tacos"
29485,cool menu
29486,South Indian
29487,Dirty Chick
29488,Creole Pasta
29489,Fans of flavorful Cajun/Creole cuisine
29490,adopting pets from shelters
29491,free vet visit
29492,humane practices
29493,Southern Arizona
29494,Humane Society
29495,American classic drive-ins
29498,fair-style food
29499,Fans of classic drive-ins
29500,Fans of fair-style food
29501,immersive cycling classes
29502,personalized stats tracking
29503,themed workouts
29504,inclusive experience
29507,filling breakfast
29508,churros waffles
29509,croissant French toast
29510,Morning Monte Cristo
29511,short stack pancakes
29512,breaded tenderloins
29514,wide selection of affordable jewelry
29515,honest pricing
29516,Users who appreciate jewelry
29517,customized jewelry
29519,on-site beer brewing
29520,tastes
29521,excellent pricing
29523,Users who enjoy delicious Italian cuisine
29525,delicious ramen
29526,authentic ramen
29527,rich broths
29528,perfectly cooked noodles
29529,entertaining chefs
29530,Fans of entertaining chefs
29531,Fans of boba drinks
29532,tasty noodles
29533,variety of boba teas
29535,"small, intimate setting"
29536,meatball Parmesan
29537,"Users who enjoy large portions of flavorful, thin crust pizza with a variety of toppings during late hours"
29538,Those who prefer authentic New York-style pizza
29540,ample indoor and patio seating
29541,island-inspired food
29542,delicious island-inspired food
29543,tropical cocktails
29544,unique tiki vibes
29545,fun energy
29546,Fans of tropical cocktails
29547,Fans of unique tiki vibes
29548,Fans of delicious island-inspired food
29549,People who like fun energy
29550,clean waiting areas
29551,prompt tire repairs
29552,free tire repairs
29553,traditional Indian street food
29554,modern options
29555,classic options
29557,option to bring own alcohol
29559,artisan products
29560,high-quality cuts of meat
29562,gourmet frozen desserts
29563,Lovers of gourmet popsicles
29564,Families looking for healthier dessert options
29565,Individuals who appreciate creative and unique treats
29566,teriyaki dishes
29567,dermatology
29568,Dermatology clinic
29569,efficient dermatology services
29570,professional dermatology services
29572,quick appointments
29573,effective treatments
29574,Argentinian steak
29575,variety of grilled meat selections
29577,faster service
29578,gluten-free menu choices
29579,Mexican and Greek ambiance
29581,filling slices
29582,unique slice options
29583,"chill, upscale"
29584,unique and nostalgic setting
29586,unique and creative tea drinks
29587,cheese foam series
29588,modern aesthetic interiors
29589,interior
29591,Tea place
29592,ladies nights
29593,options for sides
29594,Filipino fast food
29595,peach mango pie
29596,not overly salty dishes
29597,cult-favorite dishes
29598,hot chicken taco
29599,state fairs
29600,variety of foods
29601,craft beer tastings
29602,galas
29603,Event Center
29604,Users who enjoy attending state fairs
29605,Users who try a variety of foods
29606,Users who watch shows
29607,Users exploring exhibitions
29608,gala events
29609,dine-in setting
29610,take-out setting
29611,advance ticketing
29612,diverse film options
29613,"sleek, modern setting"
29614,movie genres
29615,NY style slices
29616,Nail shop
29617,"vibrant, energetic atmosphere"
29618,complimentary drink
29619,modern approach
29621,lively and bustling
29622,people willing to wait for quality seafood
29623,good COVID precautions
29625,interesting spins on traditional dishes
29626,fast and courteous
29627,Beer restaurant
29629,trivia lovers
29631,trendy nightlife
29632,valet service
29633,creative beer experiments
29634,Bagel & Deli
29636,Vibrant food
29637,Diverse plant-based dishes
29639,wellness-focused meals
29640,"Those seeking light, flavorful dishes and wellness-focused meals"
29641,Fans of downtown scenes
29642,traditional breakfast spots
29645,unique noodle options
29646,unique dumpling options
29647,unique meat pie options
29648,tofu options
29649,Hip hop culture vibe
29650,pizza with premium ingredients
29652,fusion experience
29653,diverse variety of pizza options
29655,cheesy edges
29657,unique Detroit style pizzas
29658,Instagrammable ambiance
29662,Bakery lovers
29663,bring your own food
29668,friendly gatherings
29669,family activities
29670,lively outdoor spaces
29671,nice weather
29672,fun outdoor dining
29674,diverse food & drink menus
29675,outdoor spaces for gatherings
29677,wide variety of comfort food options
29678,diverse and flavorful options
29679,"Fans of breakfast, brunch, lunch"
29680,local Black-owned businesses
29681,sausage dishes
29684,"high-quality, flavorful dishes"
29685,speakeasy-like setting
29686,Fans of authentic and innovative ramen
29687,pop-up restaurant
29688,cozy and clean dining environment
29690,wide selection of tequilas
29691,efficient carry-out service
29694,pretzel sandwiches
29695,vibrant neighborhood
29696,chill neighborhood setting
29697,Fans of unique drinks
29700,simple burgers
29702,Creole Smokehouse
29703,artsy aesthetics
29705,divine cakes
29706,unique lattes
29708,Fans of exquisite desserts
29709,Fans of specialty coffees
29712,cozy features
29713,latte options
29715,Fans of perfect baked macarons
29716,urban amenities
29717,local craft beer
29719,corn hole
29720,BBQ wings
29721,great crust
29722,variety in toppings
29723,good customer interaction
29724,Fans of pizza and wings
29725,Iberian products
29726,Jamon Iberico De Bellota
29727,diver scallops
29728,indulgent
29730,wine/cocktail tastings
29732,street performers
29733,street art
29735,People who enjoy picturesque views
29736,People who enjoy street performers
29737,People who enjoy local art
29738,People who enjoy street art
29739,People who enjoy crafts
29740,local character
29741,cruise-like atmosphere
29742,unlimited meats
29743,all-you-can-eat dining
29744,debauercherous eating
29745,create own broth
29746,sauce station
29747,All-you-can-eat
29749,butter beans
29750,"cozy, old New Orleans ambiance"
29751,Bread Bakery
29753,charming dining experience
29755,creamy and tasty rolled ice cream
29757,vibrant and crowded environment
29758,"quiet, spacious environment"
29759,local tea options
29760,whisky
29761,Fans of Cooperage Wine & Whiskey Bar
29762,unique barn atmosphere
29764,reserve popular items
29765,local cafe setting
29767,topping
29768,chunky avocado pieces
29769,well-crafted meals
29771,cozy and modern
29772,variety of tequilas
29773,cozy and rustic dining environments
29775,Individuals who enjoy trendy and creative food
29776,flavorsome
29777,gluten-free crusts
29778,high-quality pieces
29779,unique jewelry
29780,touch of individuality
29781,appreciation for craftsmanship
29783,cash or check
29784,creative options
29786,quirky dining experience
29788,great wine lists
29791,variety of soup options
29792,"cozy, neighborhood vibe"
29793,value for the cost
29794,affordable lunch buffet
29795,personalized dessert plates
29797,diverse art offerings
29799,arts programs
29800,Art organization
29801,well-decorated spaces
29802,hibachi experiences
29803,trendy and hip
29804,Green Curry vegetable
29805,Thai Guay Theow
29806,customizable Pho options
29807,seafood soups
29809,Sweet tooth enthusiasts
29810,Individuals seeking a variety of desserts
29811,having a fun night out
29812,35 cent wings
29814,unique bakery items
29816,grouper Reuben
29817,Maryland-inspired flavors
29818,delicious wines
29819,unpretentious night out
29820,"lively, fun atmosphere"
29821,"cozy, bustling dining experience"
29822,multiple bar options
29823,"diverse, flavorful, and healthy food options"
29824,unique international cuisine experiences
29827,Fans of blues
29828,Music club
29834,smoked matzo ball soup
29835,Rooster Burger
29836,support for local underserved communities
29838,savory appetizers
29840,"Users who enjoy a bustling atmosphere, good drinks, savory appetizers, flavorful entrees like burgers and steaks, generous portions of comfort foods, and indulgent desserts"
29841,good recommendations
29842,welcoming ambience
29843,toast creations
29844,fresh and organic ingredients
29845,trendy cafe concepts
29846,Fans of innovative and delicious toast creations
29847,Veggie Pad See Ew
29849,Thai basil
29851,generous breakfast options
29852,21 and over policy
29853,free pie
29854,Casino restaurant
29855,People who appreciate personalized customer service
29856,cozy neighborhood bakery
29857,fresh breads
29858,warm and hip atmosphere
29859,beautifully plated
29860,inspiriting
29861,frozen treat
29863,"fresh, unique and natural flavors"
29864,authentic Caribbean flavors
29865,soul food flavors
29866,delicious platters
29867,consistent cuisine
29869,Lego art
29870,fun and free local experience
29871,Fans of Lego art
29872,Individuals who enjoy art and creativity
29873,unique cinema experiences
29874,old-school charm
29875,eclectic film selection
29876,Fans of nostalgia
29877,Fans of unique cinema experiences
29878,those seeking a break from mainstream Hollywood movies
29879,Sahuarita
29880,Educational facility
29881,History museum
29882,military history
29883,engineering
29884,technology
29885,military history buffs
29886,engineering fans
29887,technology fans
29888,nostalgic 50's diners
29889,Fans of nostalgic 50's diners
29891,beautiful dining rooms
29892,"Users who appreciate beautiful dining rooms, romantic ambiance, excellent food options, attentive service, and a variety of menu choices"
29893,fun outdoor seating area
29894,Thai flavors
29895,fancy setting
29896,diner options
29898,Users who enjoy cozy diners
29901,mineral baths
29902,baths
29904,tranquil spa environment
29905,vegan/vegetarian choices
29908,Lovers of fresh seafood
29909,solid drink specials
29910,live opera performances
29911,strong showers
29912,nice amenities
29913,unique building history
29914,Malaysian dishes
29916,hip and friendly
29917,fresh juice
29918,bustling setting
29920,People who enjoy vibrant and fun atmospheres
29921,People who enjoy unique dining experiences
29922,cool/hip
29923,street cafe
29924,"cozy, crowded setting"
29925,earthy atmosphere
29926,good workspaces
29928,classic comfort food
29929,American diner fare
29930,well-stocked grocery selection
29931,quickly made meals
29932,Market & Kitchen
29933,modern Indian cuisine
29934,"welcoming, elegant ambiance"
29936,informative docents
29937,diverse art pieces
29938,Japanese Kimono exhibit
29939,NY style thin-crust pizza
29940,diverse topping options
29942,"Customers seeking white pizza, vegetarian, or gluten-free options"
29943,American deli breakfast
29944,old-fashioned cozy diner atmosphere
29945,free complimentary offerings
29947,Users who enjoy unique twists on food
29948,Individuals looking for a cool and modern dining experience
29950,city centers
29953,laid-back outdoor settings
29954,People who enjoy laid-back outdoor settings
29955,People seeking good drinks
29956,bourbon selection
29957,pleasant surprise
29958,outdoor concert venue
29960,easy access to bars
29961,small venue
29962,good views of the stage
29963,helpful amenities
29964,well-maintained bathrooms
29965,documentary films
29966,unique movie selections
29968,spacious and inviting atmosphere
29970,philanthropic mission
29971,relaxed European atmosphere
29972,genuine Italian owners
29973,brunch experience
29974,"Fans of cozy, trendy brunch spots"
29975,People willing to wait for quality dishes
29976,Pancake enthusiasts
29977,high-quality organic food options
29978,colleagues
29979,chef
29980,adoption services
29984,country
29985,loud volumes
29986,creative Mexican cuisine
29988,busy vibe
29989,great whiskey and cider selection
29990,casual group dining
29991,good value for the money
29992,reservations for busy dinners
29993,neat and picture-worthy ambiance
29996,shrimp fry
29997,fish baskets
29999,celebrity memorabilia
30004,walking in parks
30005,jogging in parks
30006,iconic Parthenon
30007,Vanderbilt University
30009,Tourists interested in US history
30010,Locals wanting to learn more about their city's heritage
30011,variety of wine and spirits
30012,flavored brews
30013,cozy indoor setting
30014,great beer deals
30018,value-friendly wine nights
30019,wine nights
30021,delicious breakfast and brunch options
30022,higher price for high-quality food
30023,greasy options
30024,well-executed events
30028,pear sachetti
30029,leisurely strolling
30030,unique goods
30034,monthly bag event
30035,philanthropic causes
30036,Thrifty individuals
30037,educational cooking experience
30038,informative demonstrations
30040,beautiful and cozy atmosphere
30043,performance space
30045,Tourists interested in music history
30046,Individuals who appreciate versatile performance spaces
30047,cozy meeting place
30048,market for fresh produce and spices
30049,local comfort food
30050,quirky features
30051,professional experience
30053,casual hipster atmosphere
30055,Bar / Pub
30056,simple presentation
30057,General Tso's
30058,Pan Fried Dumplings
30059,nice beer selection
30062,Fulfilling lunch option
30063,Vegan experience
30064,Vegetarian experience
30067,diverse selection of DVDs
30069,ever-changing clearance deals
30070,tajines
30071,cozy date spots
30072,Food adventurers
30073,Individual seeking Mediterranean cuisine
30074,Individual seeking Moroccan cuisine
30075,People interested in trying tajines
30076,People looking for cozy date spots with unique food options
30077,Lamb lovers
30078,stir fry
30079,variety of stir fry
30080,variety of smoothies
30081,electronics repair services
30082,good warranties
30083,electronics repair
30084,electronics repair needs
30085,occasional crowdedness
30086,Bar N' Grill
30087,dining ambiance
30090,delicious sushi rolls
30091,New Orleans' French Quarter
30092,beautiful shop
30093,artisanal food
30094,productive workspace
30095,lush greens
30096,quintessential location
30097,Fans of authentic Philly cheesesteaks
30098,People seeking a quick meal
30099,Visitors to Philly
30100,local food experience
30101,natural skincare products
30102,cruelty-free causes
30103,organic causes
30104,affordable setting
30106,Dessert boutique
30107,treating oneself and friends
30109,handcrafted pizzas
30110,vibrant sports bar atmosphere
30111,cozy interiors
30113,Texan flavors
30116,Fans of New American cuisine
30117,flavored cream cheese
30118,vegan-friendly choices
30119,simple ingredients
30120,quick and delicious breakfast on-the-go
30121,young singles
30122,delicious and natural
30124,Fans of delicious and natural frozen treats
30125,variety of fondue options
30126,extra spend
30127,"trendy, upscale bar"
30128,creative drink selections
30129,attention to detail in service
30130,attention to detail in atmosphere
30131,"Individuals who enjoy trendy, upscale bars"
30132,crafted dishes
30133,thoughtful sides
30134,casual yet refined dining atmosphere
30135,Fans of classic American deli food
30137,Fritos chili dip
30139,honest food
30141,sturdy crust
30144,well-made options
30145,some service issues
30147,locally sourced sweet treats
30148,unique ice cream sandwiches
30149,Ice Cream Sandwich shop
30151,diverse milkshake options
30152,Wine and Burger Bar
30153,Clarkville
30157,light food options
30158,variety of beverage choices
30159,generous service
30161,cozy and dark atmosphere
30162,tasty seafood
30163,fish and seafood
30166,multiple pool options
30168,Customers who enjoy cozy atmospheres
30169,Customers who enjoy breakfast
30170,Customers who enjoy brunch
30171,alcohol-free environment
30172,no-frills lunch options
30173,modern supermarket experience
30174,fresh Vietnamese cuisine
30175,Users who enjoy Vietnamese food
30176,Fans of upscale brunch spots
30178,People who appreciate house-made ingredients
30179,People who appreciate unique menu items
30180,hipster style
30181,budget-friendly setting
30182,Those who value a dining experience beyond just a meal
30183,tasty rasparos
30184,rasparos
30185,enticing variety of desserts
30187,Peaceful atmosphere enthusiasts
30188,real cheese
30190,excellent menu choices
30192,fun and lively ambiance
30193,trendy outdoor patio
30194,People who like outdoor patios
30196,romantic ambience
30197,expertly crafted drinks
30198,Germantown
30199,Fans of authentic Italian pizza
30200,People who appreciate Italian dishes
30201,welcoming spot
30203,having a date
30204,extensive alcohol selection
30205,modern Japanese ambiance
30206,American-style Thai dishes
30210,cozy and laid-back environment
30211,casual coffee date
30212,simple style
30213,fresh style
30214,cleaner style
30215,passionate service
30216,variety of tasty drinks
30217,family-friendly entertainment options
30218,views of the river
30219,cute and beautifully decorated shop
30220,monkey business flavor
30221,pumpkin choco chip flavor
30222,BBQ meat
30224,dedication to honoring first responders
30225,Law enforcement
30226,decadent and unique ice cream flavors
30227,high quality coffees
30228,coffe
30232,Texan flare
30234,mac-n-cheese
30235,cole slaw
30237,hibachi options
30238,"delicious, fresh food"
30239,crunchy fried potatoes
30240,Fans of Italian beef
30241,Fans of absinthe
30242,unique absinthe experiences
30243,fusion cuisines
30245,Users who enjoy a variety of flavors
30246,Rajas con Crema quesadillas
30247,vibrant social atmosphere
30248,discounts during happy hour
30249,cucumber gimlet
30250,bubbles and berries martini
30253,unique food products
30255,hot stone massages
30257,Spa Nail
30260,Thanksgiving dinners
30261,lively market setting
30262,friendly and passionate owners
30265,thoughtful details
30266,separate ice cream containers
30267,personal touch from the pit master
30268,personal touch from the owners
30269,Sunday openings
30270,place for drinks
30271,hotpot
30274,delicious mac & cheese
30275,huge servings
30276,"Fans of Southern, Italian and Cajun/Creole food"
30277,unique cocktail offerings
30278,Fans of diverse cuisine
30279,fusion twist
30280,Shabu Shabu
30281,DIY hot pot concept
30283,First-time Shabu Shabu diners
30284,"fun, festive atmosphere"
30285,variety of authentic Mexican dishes
30286,interesting menu items
30287,Gunpowder-infused chorizo
30288,Greenbriar
30289,welcoming and friendly neighborhood pub
30290,fresh deli items
30291,delicious deli items
30292,"quick, quality meal"
30293,bustling and diverse dining atmosphere
30294,laid-back island vibe
30295,Pottery painting studio
30296,pottery painting activities
30297,all ages and groups
30298,delicious frozen desserts
30299,pet grooming services
30300,convenient pet grooming services
30301,flexible pet grooming services
30302,loving pet grooming services
30303,easy walk-in appointments
30304,caring environment
30305,Pet grooming service
30306,sustainable and eco-friendly setting
30307,cozy wine bars
30309,healthy menu offerings
30310,customizing beer 6-pack
30312,Roxborough
30313,Fans of high-quality sandwiches
30314,grime
30315,Thursday specials
30316,cronut
30317,donolli
30318,Mexican BBQ style food
30321,comforting meal
30323,veal filet
30324,local market vegetable platter
30326,great food and drink experience
30327,boat rentals
30328,beachfront setting
30329,Fans of chef-inspired menus
30330,local brewery
30331,classic Tucson atmosphere
30332,creative brews
30334,good value for quality beer
30335,neat atmosphere
30336,2-for-1 margarita deals
30337,Fans of homemade chips and salsa
30338,Fans of good horchata
30339,Those who appreciate margarita deals
30340,Fans of delicious desserts
30341,reasonably priced breakfast
30342,large portion breakfast
30343,large portion lunch
30344,picnic option
30345,diverse lineup of musical acts
30346,cocktail drinks
30347,stylish restaurant
30348,small spaces
30349,exploring different varieties of ramen flavors
30351,unique cinema experience
30352,vegan-friendly menu
30353,gator tail
30354,Fans of Cajun and Creole cuisine
30355,Vegan-friendly menu seekers
30356,huaraches
30358,2 for $5 happy hour deal
30359,hidden gem locations
30360,game viewing spots
30361,people who enjoy sharing small plates
30362,people seeking quality dining experiences
30363,cozy vibes
30365,Izayaka ambiance lovers
30366,regional dishes
30367,"focus on fresh, organic ingredients"
30370,green beans
30371,outdoor garden seating
30372,lovely setting
30373,Fans of high-end French cuisine
30374,well-executed classics
30375,unique specialties
30376,flight of bacons
30377,families with older kids
30378,people looking for a unique cinema experience
30380,filling sandwiches
30381,"local, fast-casual setting"
30382,quality and taste of sandwiches
30383,cool concept
30384,casual fast-food setting
30386,Users who enjoy food
30387,Users who enjoy service
30388,cinnamon bread
30389,customer perks
30390,nostalgic food experiences
30391,pancakes with blueberry syrup
30392,blueberry syrup enthusiasts
30393,New York style pizza slices
30394,large orders
30395,options for quick service
30396,options for large orders
30397,unique adventures
30398,collaborative experiences
30399,adrenaline-filled adventures
30400,Wholesome meal
30401,service speed issues
30402,service consistency issues
30403,creative dim sum dishes
30404,healthy menu options
30405,pet-friendly dining options
30407,boca balls
30408,tofu tacos
30409,innovative salsas
30410,those who appreciate innovative salsas
30411,wait for freshly cooked food
30412,bridal dresses
30413,experienced staff
30414,patience during fittings
30415,artisanal craftsmanship
30416,Fans of high-quality French pastries
30417,Croissant lovers
30418,Pâtisserie
30419,"modern, specialty supermarket atmosphere"
30420,fried bologna sandwiches
30423,Fans of honky-tonk atmosphere
30424,Fans of classic American dive bars
30425,regular food trucks
30426,exploring beer options
30427,Users who enjoy cozy and unique bars
30429,hoppy brews
30430,"cozy, sunny patio setting"
30432,Fans of exceptional service
30433,People who appreciate quick seating
30434,People who value attentive staff
30435,People who prefer variety of menu choices
30436,tasty dining option
30437,limited but delightful menu selection
30439,fresh handmade pasta
30441,"small, cozy spaces"
30443,high-quality amenities
30444,indulgent relaxation
30445,"sleek, minimalist ambiance"
30446,Users who enjoy cozy and friendly coffee shops
30447,college football fans
30448,quality roast meats
30450,all-natural popsicles
30451,Fans of all-natural popsicles
30452,hotel cafe atmosphere
30453,longstanding presence in the community
30454,focus on cocktails
30455,Instagram-worthy spaces
30456,house-made sodas
30457,Micro bakery
30458,variety in baked goods
30459,quality in baked goods
30460,burgers made with fresh ingredients
30461,grilled Texas toast
30462,individuals who enjoy walking
30463,people who enjoy boating
30465,care for animals
30466,clear communication
30467,Animal Clinic
30468,full-service bar
30469,Young hipsters
30470,casual waterfront setting
30471,food sharing
30472,"Users who enjoy cozy, intimate dining experiences with authentic Ethiopian cuisine, value food sharing, and appreciate BYOB options"
30474,diverse sauce selection
30475,fresh and delicious food
30476,diverse sandwiches
30478,Chicago style thin crust pizza
30479,Fans of flavorful brunch dishes
30480,fresh and varied crepes
30481,plant
30482,plant varieties
30483,pots
30484,unique plant varieties
30485,beautiful pots
30486,Plant lovers
30487,historic features
30488,beautiful bar
30489,rustic elegance
30490,great attention to detail
30491,Users who appreciate beautiful venues
30492,innovative American cuisine
30494,rustic yet charming environment
30495,Environment
30496,"high-quality, affordable, and trendy clothing"
30497,tidy store environment
30498,"Users who enjoy high-quality, affordable, and trendy clothing"
30499,authentic Cajun food
30503,Homely environment
30504,champagne concoctions
30505,"small, energetic, and dark setting"
30506,good food portions
30507,outstanding flavors
30508,handcrafted dishes
30509,busy periods
30510,buckwheat crepes
30511,homemade atmosphere
30512,boutique hotel experience
30513,meatless options
30514,friendly and energetic food truck experience
30515,women's healthcare services
30516,attentive and thorough medical professionals
30517,convenient communication options
30518,Women's Wellness Center
30519,Individuals seeking comprehensive women's healthcare
30521,a variety of cake options
30522,dessert cravings
30523,Any occasion
30524,artsy setting
30525,"Users who enjoy a diverse menu, live music, cocktails, and French and American cuisine"
30526,rain shower heads
30527,quality toiletries
30528,comfortable bedding
30529,Spanish castle
30530,boutique hotel atmosphere
30531,hearty fare
30532,Classic pub experience
30533,quality beer selections
30534,wide variety of faux-meat dishes
30535,spicy chicken
30536,flavorful and juicy chicken
30537,turnip greens
30538,wide variety of fresh ingredients
30539,complimentary tortilla chips
30540,good deal on quality food
30543,seasonal eating
30545,2 for 1 margaritas
30546,discounted oysters
30547,tasteful decorations
30548,"beautiful, intimate dining space"
30549,cake-style donuts
30550,ample icing
30551,"local, non-pretentious atmosphere"
30552,drive-thru window
30553,great variety of donuts
30555,Fans of traditional dining experiences
30556,good value dining experience
30557,Suitable for hosting events
30558,diverse selection of high-quality beers
30559,cozy and homey atmosphere
30560,casual beachside dining
30561,tiki bar vibes
30563,those who appreciate affordable champagne
30564,Crepe Marrons
30566,Mac and Cheese Balls
30567,barrel-aged varieties
30568,sour varieties
30570,good listening skills
30571,good cutting skills
30572,scalp massages
30573,back rubs
30574,Individuals seeking affordable and efficient haircuts
30575,Jewish deli food
30577,Fans of Jewish deli food
30578,unique popsicle flavors
30579,gourmet popsicle flavors
30581,refreshing dessert
30582,People who enjoy unique flavors
30583,Locals looking for a cool treat
30584,Visitors seeking refreshing dessert
30587,family-owned establishment
30588,decades of experience
30589,Fans of flavorful stromboli
30590,Fans of crispy pizza
30591,trendy cafe setting
30592,People who enjoy breakfast
30593,Users who enjoy good food quality
30594,People seeking prompt service
30595,sincere apologies
30596,naturally bright
30597,Open Mic night
30598,unwind atmosphere
30599,start the day atmosphere
30600,great tasting
30601,traditional Cuban dishes
30602,Cubano sandwiches
30603,palomilla
30605,caf cubano
30606,potential rush
30607,People who prioritize great tasting Cuban food
30608,authentic gelato
30611,Fans of lively pubs
30612,People who appreciate a good selection of beers
30614,upscale bars and lounges
30615,Users who enjoy quality food
30617,Users who prefer trendy atmosphere
30619,Spanish restaurant
30620,house-made pickles
30622,broken rice dishes
30623,Chinese specialties
30624,French dining experiences
30625,leisurely culinary adventure
30626,excellent desserts
30627,Steak aficionados
30628,flavorful and generous Thai dishes
30630,well-prepared Thai cuisine
30632,house-cured meats
30633,those seeking fresh ingredients
30634,people who enjoy a variety of sushi options
30635,organic breakfast options
30636,slightly noisy ambiance
30637,turkey burger
30638,potato fries
30639,rotating craft beers
30640,gringo dip
30641,great bar area for sports viewing
30642,great bar area
30643,popular food
30644,specialty crafted cocktails
30645,wood fire pizza
30646,younger professionals
30648,discounts for members
30650,lively outdoor dining atmosphere
30651,affordable coffee
30652,homemade chocolates
30653,chocolate options
30654,Vietnamese noodle soups
30655,Banh Canh
30656,Vietnamese coffees
30657,bite-sized donuts
30658,willingness to wait for quality
30660,brewery experiences
30661,Somerdale
30663,excellent atmosphere
30665,Luxury gym
30667,top-notch equipment
30669,exceptional childcare options
30670,local clothing stores
30671,eclectic home decor
30672,unique trinkets
30673,trinkets
30674,art toys
30675,ethical business practices
30676,Fans of local clothing stores
30677,Fans of trinkets
30678,Fans of art toys
30679,energetic atmospheres
30680,Fans of nostalgic vibes
30681,Fans of energetic atmospheres
30682,Clifton Heights
30683,Travelers for quality food
30684,"quirky, character-filled"
30685,Fans of greasy spoon restaurants
30686,Pilipino culture enthusiasts
30687,People seeking hidden gems
30689,vast selections
30690,great deals on used items
30691,nerdy atmosphere
30692,Fans of books
30694,Fans of movies
30695,Fans of video games
30696,Fans of comics
30697,vegetarian and vegan breakfast and brunch options
30698,sit-down dining
30699,home-style fresh food
30700,People who value customer appreciation
30702,diverse and flavorful street food
30703,unique meal options
30704,Fans of diverse and flavorful street food
30705,People interested in Filipino cuisine
30706,Individuals looking for unique meal options
30707,quinoa bowls
30708,"light, satisfying meals"
30709,customized orders
30712,simple layout
30713,pleasant grocery shopping experience
30714,Moroccan dishes
30716,sweet plantains
30718,innovative food options
30720,Creole classics
30721,clean and welcoming environments
30722,exceptional sushi with a Cajun twist
30723,skin care treatments
30724,no luxurious amenities
30725,wide variety of ciders
30726,Instagram features
30728,Asian fusion cuisines
30729,Fusion Cafe
30732,Second and Bridge
30733,turkey salad
30736,variety of pretzel options
30737,Fans of pretzels
30738,baking process
30739,"Fairmount, Philadelphia"
30740,airport setting
30741,Pricey
30742,Quality dining experience
30743,lively brewery atmosphere
30745,French baked goods
30746,Fans of French baked goods
30747,flavorful and spicy dishes
30748,People seeking cozy dining experiences
30749,Individuals who appreciate quality over quantity
30751,habanero double IPA
30752,chai porter
30755,bustling park setting
30757,sunsets
30758,community interactions
30760,cramped
30762,Craft Beer & Burgers
30763,delicious breakfast bread
30765,fresh catches
30767,Tackle & Tavern
30768,comedy events
30769,mellow dress code
30771,Fans of unique theaters
30772,Fans of well-maintained theaters
30773,Fans of comedy events
30774,Those who appreciate historic venues
30775,Those who appreciate good acoustics
30776,Those who prefer mellow dress code
30777,inventive sandwiches
30778,mix of different cuisines
30779,hole-in-the-wall atmosphere
30780,Argentine empanadas
30782,People seeking unique food options
30784,community-driven atmosphere
30785,variety of classic ice cream treats
30786,large venue
30787,breakfast and lunch options
30788,Chinese vegetarian dishes
30789,karaoke party
30790,Teppanyaki enthusiasts
30791,People who enjoy good food
30792,dosa
30794,delicious BBQ sandwiches
30796,accommodating spice levels
30797,Hispanic cuisine
30798,imported ingredients
30799,versatile atmosphere
30800,Individuals who enjoy affordable pizza deals
30801,casual occasions
30802,dressed-up occasions
30803,crispy pizza slices
30805,Italian salad
30806,Spanish Springs
30807,good selection of food
30810,professional pharmacy services
30812,"grand, old theater setting"
