model,user_id,interaction_bin,precision@20,recall@20,ndcg@20
base,7293,20-29,0.0,0.0,0.0
base,7294,0-9,0.0,0.0,0.0
base,7295,0-9,0.0,0.0,0.0
base,7296,0-9,0.0,0.0,0.0
base,7297,0-9,0.0,0.0,0.0
base,7298,30-39,0.0,0.0,0.0
base,7299,40-49,0.1,0.16666666666666666,0.10146503268500505
base,7300,10-19,0.0,0.0,0.0
base,7301,10-19,0.0,0.0,0.0
base,7302,50-59,0.1,0.11764705882352941,0.21371692060732414
base,7303,20-29,0.1,0.2857142857142857,0.2437844602279466
base,7304,10-19,0.0,0.0,0.0
base,7305,10-19,0.0,0.0,0.0
base,7306,10-19,0.0,0.0,0.0
base,7307,0-9,0.0,0.0,0.0
base,7308,0-9,0.0,0.0,0.0
base,7309,20-29,0.0,0.0,0.0
base,7310,10-19,0.0,0.0,0.0
base,7311,0-9,0.0,0.0,0.0
base,7312,20-29,0.15,0.5,0.45129123490453055
base,7313,0-9,0.05,0.3333333333333333,0.23463936301137822
base,7314,10-19,0.0,0.0,0.0
base,7315,20-29,0.05,0.125,0.0761433407173835
base,7316,0-9,0.0,0.0,0.0
base,7317,0-9,0.0,0.0,0.0
base,7318,10-19,0.0,0.0,0.0
base,7319,10-19,0.0,0.0,0.0
base,7320,10-19,0.15,1.0,0.3510479156575101
base,7321,10-19,0.0,0.0,0.0
base,7322,10-19,0.0,0.0,0.0
base,7323,0-9,0.05,0.3333333333333333,0.11731968150568911
base,7324,0-9,0.0,0.0,0.0
base,7325,30-39,0.0,0.0,0.0
base,7326,0-9,0.0,0.0,0.0
base,7327,10-19,0.0,0.0,0.0
base,7328,0-9,0.0,0.0,0.0
base,7329,0-9,0.0,0.0,0.0
base,7330,50-59,0.1,0.13333333333333333,0.11764196916392193
base,7331,10-19,0.0,0.0,0.0
base,7332,0-9,0.0,0.0,0.0
base,7333,20-29,0.0,0.0,0.0
base,7334,10-19,0.0,0.0,0.0
base,7335,0-9,0.0,0.0,0.0
base,7336,0-9,0.05,0.3333333333333333,0.10858087310103355
base,7337,20-29,0.05,0.14285714285714285,0.0979129253499678
base,7338,10-19,0.0,0.0,0.0
base,7339,60+,0.2,0.08,0.21040328584936965
base,7340,10-19,0.0,0.0,0.0
base,7341,10-19,0.0,0.0,0.0
base,7342,50-59,0.1,0.125,0.09187745105785036
base,7343,50-59,0.05,0.06666666666666667,0.1076424320455391
base,7344,0-9,0.0,0.0,0.0
base,7345,10-19,0.0,0.0,0.0
base,7346,0-9,0.0,0.0,0.0
base,7347,0-9,0.0,0.0,0.0
base,7348,0-9,0.0,0.0,0.0
base,7349,20-29,0.05,0.16666666666666666,0.10086747116627115
base,7350,10-19,0.0,0.0,0.0
base,7351,0-9,0.0,0.0,0.0
base,7352,0-9,0.0,0.0,0.0
base,7353,0-9,0.0,0.0,0.0
base,7354,0-9,0.05,0.3333333333333333,0.1480409554829326
base,7355,0-9,0.0,0.0,0.0
base,7356,10-19,0.0,0.0,0.0
base,7357,10-19,0.0,0.0,0.0
base,7358,20-29,0.05,0.14285714285714285,0.27487633291429087
base,7359,20-29,0.05,0.125,0.2529427027676571
base,7360,10-19,0.0,0.0,0.0
base,7361,0-9,0.0,0.0,0.0
base,7362,0-9,0.0,0.0,0.0
base,7363,0-9,0.0,0.0,0.0
base,7364,10-19,0.05,0.25,0.09361800268759637
base,7365,0-9,0.0,0.0,0.0
base,7366,0-9,0.0,0.0,0.0
base,7367,10-19,0.05,0.3333333333333333,0.14126697285982898
base,7368,0-9,0.0,0.0,0.0
base,7369,0-9,0.0,0.0,0.0
base,7370,0-9,0.0,0.0,0.0
base,7371,0-9,0.0,0.0,0.0
base,7372,60+,0.05,0.045454545454545456,0.03406297225598251
base,7373,10-19,0.05,0.16666666666666666,0.07123530534387781
base,7374,10-19,0.0,0.0,0.0
base,7375,10-19,0.0,0.0,0.0
base,7376,0-9,0.0,0.0,0.0
base,7377,10-19,0.0,0.0,0.0
base,7378,10-19,0.05,0.3333333333333333,0.10684080426179023
base,7379,0-9,0.0,0.0,0.0
base,7380,0-9,0.0,0.0,0.0
base,7381,20-29,0.0,0.0,0.0
base,7382,10-19,0.0,0.0,0.0
base,7383,10-19,0.0,0.0,0.0
base,7384,0-9,0.05,0.3333333333333333,0.12325583919272352
base,7385,20-29,0.0,0.0,0.0
base,7386,30-39,0.0,0.0,0.0
base,7387,10-19,0.0,0.0,0.0
base,7388,0-9,0.0,0.0,0.0
base,7389,20-29,0.05,0.125,0.10893649261775588
base,7390,0-9,0.0,0.0,0.0
base,7391,10-19,0.05,0.3333333333333333,0.46927872602275644
base,7392,0-9,0.0,0.0,0.0
base,7393,0-9,0.0,0.0,0.0
base,7394,10-19,0.0,0.0,0.0
base,7395,0-9,0.0,0.0,0.0
base,7396,20-29,0.0,0.0,0.0
base,7397,20-29,0.0,0.0,0.0
base,7398,10-19,0.05,0.16666666666666666,0.07947838320659593
base,7399,10-19,0.0,0.0,0.0
base,7400,10-19,0.0,0.0,0.0
base,7401,10-19,0.05,0.2,0.08479005131840403
base,7402,20-29,0.0,0.0,0.0
base,7403,10-19,0.0,0.0,0.0
base,7404,0-9,0.0,0.0,0.0
base,7405,50-59,0.1,0.13333333333333333,0.10616358571646685
base,7406,10-19,0.0,0.0,0.0
base,7407,10-19,0.0,0.0,0.0
base,7408,0-9,0.0,0.0,0.0
base,7409,30-39,0.0,0.0,0.0
base,7410,10-19,0.0,0.0,0.0
base,7411,10-19,0.05,0.25,0.15101961822780524
base,7412,0-9,0.0,0.0,0.0
base,7413,10-19,0.0,0.0,0.0
base,7414,0-9,0.0,0.0,0.0
base,7415,0-9,0.0,0.0,0.0
base,7416,10-19,0.0,0.0,0.0
base,7417,10-19,0.0,0.0,0.0
base,7418,0-9,0.0,0.0,0.0
base,7419,10-19,0.0,0.0,0.0
base,7420,0-9,0.0,0.0,0.0
base,7421,0-9,0.0,0.0,0.0
base,7422,10-19,0.0,0.0,0.0
base,7423,30-39,0.0,0.0,0.0
base,7424,10-19,0.05,0.3333333333333333,0.14126697285982898
base,7425,10-19,0.0,0.0,0.0
base,7426,0-9,0.05,0.5,0.1532867981913646
base,7427,0-9,0.05,0.3333333333333333,0.20210734650054757
base,7428,10-19,0.0,0.0,0.0
base,7429,0-9,0.05,0.5,0.6131471927654584
base,7430,40-49,0.15,0.21428571428571427,0.14543269175296705
base,7431,0-9,0.0,0.0,0.0
base,7432,10-19,0.0,0.0,0.0
base,7433,0-9,0.0,0.0,0.0
base,7434,10-19,0.0,0.0,0.0
base,7435,50-59,0.05,0.06666666666666667,0.04366879852493834
base,7436,0-9,0.0,0.0,0.0
base,7437,0-9,0.0,0.0,0.0
base,7438,20-29,0.05,0.14285714285714285,0.06258116307550304
base,7439,0-9,0.0,0.0,0.0
base,7440,10-19,0.05,0.25,0.19519002499605084
base,7441,20-29,0.05,0.16666666666666666,0.07745351606183934
base,7442,0-9,0.0,0.0,0.0
base,7443,0-9,0.0,0.0,0.0
base,7444,0-9,0.0,0.0,0.0
base,7445,0-9,0.0,0.0,0.0
base,7446,0-9,0.0,0.0,0.0
base,7447,10-19,0.0,0.0,0.0
base,7448,0-9,0.0,0.0,0.0
base,7449,0-9,0.0,0.0,0.0
base,7450,20-29,0.0,0.0,0.0
base,7451,10-19,0.0,0.0,0.0
base,7452,0-9,0.0,0.0,0.0
base,7453,0-9,0.05,0.3333333333333333,0.11047239495909743
base,7454,10-19,0.0,0.0,0.0
base,7455,10-19,0.05,0.2,0.1208113026994942
base,7456,10-19,0.0,0.0,0.0
base,7457,0-9,0.0,0.0,0.0
base,7458,10-19,0.0,0.0,0.0
base,7459,40-49,0.05,0.08333333333333333,0.050259389402918644
base,7460,10-19,0.05,0.3333333333333333,0.14126697285982898
base,7461,0-9,0.0,0.0,0.0
base,7462,10-19,0.05,0.25,0.09759501249802542
base,7463,20-29,0.0,0.0,0.0
base,7464,10-19,0.0,0.0,0.0
base,7465,0-9,0.0,0.0,0.0
base,7466,20-29,0.0,0.0,0.0
base,7467,0-9,0.0,0.0,0.0
base,7468,10-19,0.0,0.0,0.0
base,7469,0-9,0.0,0.0,0.0
base,7470,20-29,0.0,0.0,0.0
base,7471,10-19,0.05,0.3333333333333333,0.23463936301137822
base,7472,10-19,0.0,0.0,0.0
base,7473,10-19,0.1,0.5,0.2256843329885869
base,7474,10-19,0.0,0.0,0.0
base,7475,0-9,0.0,0.0,0.0
base,7476,10-19,0.0,0.0,0.0
base,7477,10-19,0.0,0.0,0.0
base,7478,10-19,0.0,0.0,0.0
base,7479,0-9,0.05,0.3333333333333333,0.2960819109658652
base,7480,0-9,0.05,0.5,0.1532867981913646
base,7481,10-19,0.0,0.0,0.0
base,7482,10-19,0.05,0.3333333333333333,0.10858087310103355
base,7483,10-19,0.0,0.0,0.0
base,7484,10-19,0.0,0.0,0.0
base,7485,0-9,0.0,0.0,0.0
base,7486,10-19,0.0,0.0,0.0
base,7487,0-9,0.0,0.0,0.0
base,7488,10-19,0.0,0.0,0.0
base,7489,10-19,0.0,0.0,0.0
base,7490,10-19,0.0,0.0,0.0
base,7491,20-29,0.0,0.0,0.0
base,7492,10-19,0.05,0.25,0.15101961822780524
base,7493,20-29,0.0,0.0,0.0
base,7494,10-19,0.05,0.25,0.24630238874073
base,7495,0-9,0.0,0.0,0.0
base,7496,10-19,0.05,0.2,0.07984133538066794
base,7497,0-9,0.0,0.0,0.0
base,7498,20-29,0.0,0.0,0.0
base,7499,0-9,0.0,0.0,0.0
base,7500,0-9,0.1,0.6666666666666666,0.40862079976133286
base,7501,10-19,0.05,0.2,0.14606834984270645
base,7502,0-9,0.0,0.0,0.0
base,7503,0-9,0.0,0.0,0.0
base,7504,20-29,0.0,0.0,0.0
base,7505,10-19,0.0,0.0,0.0
base,7506,40-49,0.0,0.0,0.0
base,7507,20-29,0.1,0.2857142857142857,0.16338864248701263
base,7508,0-9,0.0,0.0,0.0
base,7509,20-29,0.0,0.0,0.0
base,7510,10-19,0.0,0.0,0.0
base,7511,10-19,0.15,0.5,0.5295542236229235
base,7512,10-19,0.0,0.0,0.0
base,7513,20-29,0.0,0.0,0.0
base,7514,50-59,0.05,0.06666666666666667,0.04265230456965118
base,7515,10-19,0.0,0.0,0.0
base,7516,0-9,0.0,0.0,0.0
base,7517,10-19,0.0,0.0,0.0
base,7518,0-9,0.05,0.3333333333333333,0.12011565579805131
base,7519,10-19,0.0,0.0,0.0
base,7520,10-19,0.0,0.0,0.0
base,7521,0-9,0.0,0.0,0.0
base,7522,0-9,0.0,0.0,0.0
base,7523,10-19,0.0,0.0,0.0
base,7524,0-9,0.0,0.0,0.0
base,7525,10-19,0.0,0.0,0.0
base,7526,10-19,0.05,0.2,0.13120507751234178
base,7527,10-19,0.0,0.0,0.0
base,7528,10-19,0.05,0.2,0.3391602052736161
base,7529,20-29,0.0,0.0,0.0
base,7530,0-9,0.0,0.0,0.0
base,7531,20-29,0.0,0.0,0.0
base,7532,0-9,0.0,0.0,0.0
base,7533,0-9,0.05,0.5,0.15000679310833784
base,7534,10-19,0.0,0.0,0.0
base,7535,10-19,0.0,0.0,0.0
base,7536,30-39,0.0,0.0,0.0
base,7537,10-19,0.1,0.5,0.3853585682515056
base,7538,10-19,0.0,0.0,0.0
base,7539,0-9,0.0,0.0,0.0
base,7540,10-19,0.0,0.0,0.0
base,7541,20-29,0.0,0.0,0.0
base,7542,0-9,0.0,0.0,0.0
base,7543,10-19,0.05,0.3333333333333333,0.1309019901681972
base,7544,10-19,0.1,0.5,0.2691828628414762
base,7545,10-19,0.0,0.0,0.0
base,7546,0-9,0.0,0.0,0.0
base,7547,10-19,0.0,0.0,0.0
base,7548,0-9,0.05,0.3333333333333333,0.11731968150568911
base,7549,0-9,0.0,0.0,0.0
base,7550,0-9,0.0,0.0,0.0
base,7551,0-9,0.0,0.0,0.0
base,7552,10-19,0.05,0.3333333333333333,0.11731968150568911
base,7553,20-29,0.0,0.0,0.0
base,7554,0-9,0.0,0.0,0.0
base,7555,20-29,0.1,0.3333333333333333,0.14968244788347165
base,7556,10-19,0.0,0.0,0.0
base,7557,20-29,0.1,0.25,0.32908604348504067
base,7558,30-39,0.05,0.1,0.11004588314904008
base,7559,0-9,0.0,0.0,0.0
base,7560,10-19,0.0,0.0,0.0
base,7561,0-9,0.0,0.0,0.0
base,7562,0-9,0.0,0.0,0.0
base,7563,20-29,0.0,0.0,0.0
base,7564,0-9,0.0,0.0,0.0
base,7565,20-29,0.0,0.0,0.0
base,7566,20-29,0.0,0.0,0.0
base,7567,0-9,0.0,0.0,0.0
base,7568,10-19,0.0,0.0,0.0
base,7569,10-19,0.0,0.0,0.0
base,7570,10-19,0.0,0.0,0.0
base,7571,20-29,0.05,0.16666666666666666,0.11706259313796354
base,7572,0-9,0.0,0.0,0.0
base,7573,30-39,0.05,0.1111111111111111,0.056366852960949364
base,7574,0-9,0.0,0.0,0.0
base,7575,30-39,0.0,0.0,0.0
base,7576,0-9,0.0,0.0,0.0
base,7577,0-9,0.05,0.3333333333333333,0.10858087310103355
base,7578,0-9,0.0,0.0,0.0
base,7579,20-29,0.0,0.0,0.0
base,7580,10-19,0.0,0.0,0.0
base,7581,10-19,0.05,0.3333333333333333,0.11731968150568911
base,7582,0-9,0.0,0.0,0.0
base,7583,20-29,0.0,0.0,0.0
base,7584,10-19,0.0,0.0,0.0
base,7585,10-19,0.05,0.2,0.07984133538066794
base,7586,0-9,0.0,0.0,0.0
base,7587,0-9,0.0,0.0,0.0
base,7588,10-19,0.0,0.0,0.0
base,7589,0-9,0.05,0.5,0.1532867981913646
base,7590,0-9,0.0,0.0,0.0
base,7591,0-9,0.05,0.5,0.21840743681816419
base,7592,0-9,0.0,0.0,0.0
base,7593,10-19,0.1,0.5,0.27362312050622783
base,7594,0-9,0.0,0.0,0.0
base,7595,0-9,0.0,0.0,0.0
base,7596,0-9,0.0,0.0,0.0
base,7597,10-19,0.0,0.0,0.0
base,7598,10-19,0.0,0.0,0.0
base,7599,0-9,0.0,0.0,0.0
base,7600,10-19,0.0,0.0,0.0
base,7601,0-9,0.0,0.0,0.0
base,7602,10-19,0.0,0.0,0.0
base,7603,10-19,0.0,0.0,0.0
base,7604,10-19,0.05,0.3333333333333333,0.46927872602275644
base,7605,60+,0.0,0.0,0.0
base,7606,10-19,0.0,0.0,0.0
base,7607,10-19,0.0,0.0,0.0
base,7608,0-9,0.0,0.0,0.0
base,7609,10-19,0.05,0.2,0.3391602052736161
base,7610,10-19,0.05,0.2,0.10209739512291163
base,7611,10-19,0.0,0.0,0.0
base,7612,0-9,0.0,0.0,0.0
base,7613,10-19,0.0,0.0,0.0
base,7614,60+,0.15,0.0967741935483871,0.14327016795478623
base,7615,0-9,0.0,0.0,0.0
base,7616,0-9,0.0,0.0,0.0
base,7617,20-29,0.1,0.2857142857142857,0.14138315283445244
base,7618,0-9,0.0,0.0,0.0
base,7619,0-9,0.0,0.0,0.0
base,7620,0-9,0.0,0.0,0.0
base,7621,10-19,0.0,0.0,0.0
base,7622,0-9,0.0,0.0,0.0
base,7623,10-19,0.05,0.16666666666666666,0.0874717141014082
base,7624,0-9,0.0,0.0,0.0
base,7625,0-9,0.0,0.0,0.0
base,7626,0-9,0.0,0.0,0.0
base,7627,10-19,0.05,0.2,0.14606834984270645
base,7628,10-19,0.0,0.0,0.0
base,7629,0-9,0.05,0.3333333333333333,0.12011565579805131
base,7630,20-29,0.0,0.0,0.0
base,7631,20-29,0.05,0.14285714285714285,0.06724864386295124
base,7632,0-9,0.05,0.3333333333333333,0.12325583919272352
base,7633,10-19,0.0,0.0,0.0
base,7634,10-19,0.0,0.0,0.0
base,7635,20-29,0.05,0.125,0.06065881345112158
base,7636,0-9,0.0,0.0,0.0
base,7637,0-9,0.0,0.0,0.0
base,7638,20-29,0.05,0.16666666666666666,0.0740318445087683
base,7639,10-19,0.0,0.0,0.0
base,7640,20-29,0.05,0.16666666666666666,0.0740318445087683
base,7641,10-19,0.05,0.2,0.1208113026994942
base,7642,10-19,0.0,0.0,0.0
base,7643,20-29,0.1,0.2857142857142857,0.16383169674734674
base,7644,10-19,0.0,0.0,0.0
base,7645,0-9,0.0,0.0,0.0
base,7646,10-19,0.1,0.5,0.2230721008915004
base,7647,20-29,0.0,0.0,0.0
base,7648,0-9,0.0,0.0,0.0
base,7649,30-39,0.05,0.1,0.05010834716923557
base,7650,30-39,0.05,0.1,0.050924439617225085
base,7651,0-9,0.0,0.0,0.0
base,7652,0-9,0.0,0.0,0.0
base,7653,0-9,0.0,0.0,0.0
base,7654,0-9,0.05,0.3333333333333333,0.14126697285982898
base,7655,40-49,0.0,0.0,0.0
base,7656,0-9,0.0,0.0,0.0
base,7657,10-19,0.0,0.0,0.0
base,7658,20-29,0.1,0.25,0.18601631818638328
base,7659,10-19,0.0,0.0,0.0
base,7660,30-39,0.0,0.0,0.0
base,7661,0-9,0.05,0.3333333333333333,0.12681701683239352
base,7662,10-19,0.05,0.25,0.10253313861822189
base,7663,30-39,0.0,0.0,0.0
base,7664,10-19,0.0,0.0,0.0
base,7665,20-29,0.0,0.0,0.0
base,7666,10-19,0.0,0.0,0.0
base,7667,10-19,0.0,0.0,0.0
base,7668,50-59,0.15,0.17647058823529413,0.1708020353364722
base,7669,30-39,0.0,0.0,0.0
base,7670,0-9,0.05,0.3333333333333333,0.20210734650054757
base,7671,0-9,0.0,0.0,0.0
base,7672,0-9,0.0,0.0,0.0
base,7673,20-29,0.05,0.14285714285714285,0.07428207290250749
base,7674,20-29,0.2,0.5714285714285714,0.358751856592253
base,7675,0-9,0.0,0.0,0.0
base,7676,10-19,0.0,0.0,0.0
base,7677,30-39,0.0,0.0,0.0
base,7678,10-19,0.0,0.0,0.0
base,7679,10-19,0.05,0.16666666666666666,0.19092086617893467
base,7680,10-19,0.0,0.0,0.0
base,7681,10-19,0.0,0.0,0.0
base,7682,40-49,0.0,0.0,0.0
base,7683,10-19,0.0,0.0,0.0
base,7684,0-9,0.0,0.0,0.0
base,7685,10-19,0.0,0.0,0.0
base,7686,0-9,0.0,0.0,0.0
base,7687,10-19,0.0,0.0,0.0
base,7688,10-19,0.0,0.0,0.0
base,7689,10-19,0.0,0.0,0.0
base,7690,10-19,0.05,0.25,0.10889376106823218
base,7691,10-19,0.0,0.0,0.0
base,7692,10-19,0.0,0.0,0.0
base,7693,20-29,0.05,0.125,0.09010000865236768
base,7694,20-29,0.0,0.0,0.0
base,7695,0-9,0.0,0.0,0.0
base,7696,0-9,0.0,0.0,0.0
base,7697,0-9,0.05,0.5,0.2640681225725909
base,7698,30-39,0.05,0.1111111111111111,0.05876138735362134
base,7699,10-19,0.0,0.0,0.0
base,7700,10-19,0.0,0.0,0.0
base,7701,10-19,0.0,0.0,0.0
base,7702,10-19,0.05,0.25,0.15101961822780524
base,7703,30-39,0.0,0.0,0.0
base,7704,10-19,0.05,0.3333333333333333,0.1480409554829326
base,7705,10-19,0.1,0.5,0.22004924337464904
base,7706,0-9,0.05,0.3333333333333333,0.46927872602275644
base,7707,10-19,0.0,0.0,0.0
base,7708,10-19,0.0,0.0,0.0
base,7709,0-9,0.0,0.0,0.0
base,7710,0-9,0.0,0.0,0.0
base,7711,10-19,0.0,0.0,0.0
base,7712,10-19,0.0,0.0,0.0
base,7713,0-9,0.0,0.0,0.0
base,7714,0-9,0.0,0.0,0.0
base,7715,10-19,0.05,0.25,0.09550669086270785
base,7716,0-9,0.0,0.0,0.0
base,7717,0-9,0.0,0.0,0.0
base,7718,10-19,0.0,0.0,0.0
base,7719,0-9,0.0,0.0,0.0
base,7720,0-9,0.0,0.0,0.0
base,7721,0-9,0.05,0.5,0.23719771276929622
base,7722,0-9,0.0,0.0,0.0
base,7723,10-19,0.1,0.5,0.27066067488933937
base,7724,0-9,0.0,0.0,0.0
base,7725,0-9,0.0,0.0,0.0
base,7726,0-9,0.0,0.0,0.0
base,7727,10-19,0.0,0.0,0.0
base,7728,0-9,0.0,0.0,0.0
base,7729,10-19,0.0,0.0,0.0
base,7730,10-19,0.0,0.0,0.0
base,7731,0-9,0.0,0.0,0.0
base,7732,10-19,0.0,0.0,0.0
base,7733,0-9,0.0,0.0,0.0
base,7734,10-19,0.0,0.0,0.0
base,7735,10-19,0.0,0.0,0.0
base,7736,20-29,0.0,0.0,0.0
base,7737,0-9,0.0,0.0,0.0
base,7738,10-19,0.0,0.0,0.0
base,7739,30-39,0.0,0.0,0.0
base,7740,10-19,0.0,0.0,0.0
base,7741,10-19,0.0,0.0,0.0
base,7742,60+,0.15,0.11538461538461539,0.11028003794300488
base,7743,30-39,0.0,0.0,0.0
base,7744,20-29,0.05,0.16666666666666666,0.09546043308946733
base,7745,0-9,0.0,0.0,0.0
base,7746,0-9,0.0,0.0,0.0
base,7747,50-59,0.1,0.125,0.18521618473020524
base,7748,0-9,0.0,0.0,0.0
base,7749,0-9,0.0,0.0,0.0
base,7750,0-9,0.0,0.0,0.0
base,7751,0-9,0.0,0.0,0.0
base,7752,0-9,0.0,0.0,0.0
base,7753,0-9,0.0,0.0,0.0
base,7754,0-9,0.05,0.3333333333333333,0.23463936301137822
base,7755,0-9,0.05,0.3333333333333333,0.1480409554829326
base,7756,20-29,0.0,0.0,0.0
base,7757,10-19,0.0,0.0,0.0
base,7758,20-29,0.05,0.125,0.09010000865236768
base,7759,20-29,0.0,0.0,0.0
base,7760,10-19,0.0,0.0,0.0
base,7761,0-9,0.05,0.3333333333333333,0.20210734650054757
base,7762,10-19,0.05,0.2,0.13120507751234178
base,7763,10-19,0.0,0.0,0.0
base,7764,10-19,0.0,0.0,0.0
base,7765,0-9,0.0,0.0,0.0
base,7766,10-19,0.0,0.0,0.0
base,7767,0-9,0.05,0.3333333333333333,0.11047239495909743
base,7768,10-19,0.05,0.2,0.08133484538841967
base,7769,10-19,0.0,0.0,0.0
base,7770,0-9,0.0,0.0,0.0
base,7771,10-19,0.0,0.0,0.0
base,7772,10-19,0.0,0.0,0.0
base,7773,0-9,0.0,0.0,0.0
base,7774,10-19,0.05,0.25,0.11284514134893527
base,7775,0-9,0.05,0.3333333333333333,0.20210734650054757
base,7776,10-19,0.0,0.0,0.0
base,7777,0-9,0.0,0.0,0.0
base,7778,10-19,0.0,0.0,0.0
base,7779,10-19,0.0,0.0,0.0
base,7780,10-19,0.0,0.0,0.0
base,7781,0-9,0.0,0.0,0.0
base,7782,10-19,0.05,0.3333333333333333,0.1309019901681972
base,7783,10-19,0.05,0.2,0.14606834984270645
base,7784,0-9,0.05,0.3333333333333333,0.10684080426179023
base,7785,40-49,0.1,0.15384615384615385,0.1610168393050414
base,7786,0-9,0.0,0.0,0.0
base,7787,10-19,0.0,0.0,0.0
base,7788,10-19,0.0,0.0,0.0
base,7789,0-9,0.0,0.0,0.0
base,7790,0-9,0.05,0.3333333333333333,0.46927872602275644
base,7791,0-9,0.0,0.0,0.0
base,7792,0-9,0.05,0.3333333333333333,0.1480409554829326
base,7793,20-29,0.05,0.125,0.06835476917178976
base,7794,10-19,0.0,0.0,0.0
base,7795,10-19,0.0,0.0,0.0
base,7796,40-49,0.1,0.18181818181818182,0.1524952960305051
base,7797,0-9,0.05,0.5,0.1395953738647505
base,7798,10-19,0.0,0.0,0.0
base,7799,0-9,0.0,0.0,0.0
base,7800,0-9,0.0,0.0,0.0
base,7801,0-9,0.0,0.0,0.0
base,7802,0-9,0.0,0.0,0.0
base,7803,10-19,0.0,0.0,0.0
base,7804,10-19,0.05,0.25,0.3903800499921017
base,7805,20-29,0.05,0.16666666666666666,0.10086747116627115
base,7806,0-9,0.05,0.3333333333333333,0.10858087310103355
base,7807,0-9,0.0,0.0,0.0
base,7808,40-49,0.05,0.09090909090909091,0.05184030722866645
base,7809,10-19,0.0,0.0,0.0
base,7810,10-19,0.0,0.0,0.0
base,7811,10-19,0.0,0.0,0.0
base,7812,0-9,0.05,0.3333333333333333,0.13565197343244778
base,7813,10-19,0.0,0.0,0.0
base,7814,0-9,0.0,0.0,0.0
base,7815,0-9,0.0,0.0,0.0
base,7816,0-9,0.0,0.0,0.0
base,7817,10-19,0.0,0.0,0.0
base,7818,30-39,0.05,0.09090909090909091,0.06912040963822193
base,7819,0-9,0.0,0.0,0.0
base,7820,20-29,0.0,0.0,0.0
base,7821,0-9,0.0,0.0,0.0
base,7822,10-19,0.05,0.3333333333333333,0.12681701683239352
base,7823,0-9,0.0,0.0,0.0
base,7824,0-9,0.0,0.0,0.0
base,7825,10-19,0.1,0.6666666666666666,0.23058805075714872
base,7826,10-19,0.0,0.0,0.0
base,7827,10-19,0.0,0.0,0.0
base,7828,0-9,0.0,0.0,0.0
base,7829,0-9,0.0,0.0,0.0
base,7830,30-39,0.05,0.1,0.05947719272904215
base,7831,20-29,0.05,0.16666666666666666,0.07001560573318603
base,7832,0-9,0.0,0.0,0.0
base,7833,20-29,0.0,0.0,0.0
base,7834,0-9,0.0,0.0,0.0
base,7835,10-19,0.0,0.0,0.0
base,7836,20-29,0.05,0.125,0.2529427027676571
base,7837,0-9,0.0,0.0,0.0
base,7838,0-9,0.0,0.0,0.0
base,7839,10-19,0.05,0.25,0.09189894336865458
base,7840,0-9,0.0,0.0,0.0
base,7841,40-49,0.0,0.0,0.0
base,7842,50-59,0.0,0.0,0.0
base,7843,0-9,0.0,0.0,0.0
base,7844,50-59,0.2,0.23529411764705882,0.21731089527556408
base,7845,0-9,0.0,0.0,0.0
base,7846,10-19,0.05,0.25,0.3903800499921017
base,7847,0-9,0.0,0.0,0.0
base,7848,0-9,0.0,0.0,0.0
base,7849,20-29,0.0,0.0,0.0
base,7850,10-19,0.0,0.0,0.0
base,7851,50-59,0.05,0.0625,0.0400672454325441
base,7852,20-29,0.0,0.0,0.0
base,7853,0-9,0.0,0.0,0.0
base,7854,0-9,0.0,0.0,0.0
base,7855,30-39,0.1,0.2222222222222222,0.1128358384660586
base,7856,10-19,0.05,0.25,0.123151194370365
base,7857,10-19,0.0,0.0,0.0
base,7858,0-9,0.0,0.0,0.0
base,7859,10-19,0.0,0.0,0.0
base,7860,10-19,0.1,0.5,0.21743701127756251
base,7861,10-19,0.0,0.0,0.0
base,7862,0-9,0.05,0.5,0.14186890186599416
base,7863,0-9,0.0,0.0,0.0
base,7864,10-19,0.0,0.0,0.0
base,7865,0-9,0.0,0.0,0.0
base,7866,20-29,0.0,0.0,0.0
base,7867,40-49,0.0,0.0,0.0
base,7868,10-19,0.0,0.0,0.0
base,7869,0-9,0.05,0.3333333333333333,0.46927872602275644
base,7870,10-19,0.0,0.0,0.0
base,7871,10-19,0.0,0.0,0.0
base,7872,0-9,0.0,0.0,0.0
base,7873,10-19,0.0,0.0,0.0
base,7874,0-9,0.0,0.0,0.0
base,7875,0-9,0.0,0.0,0.0
base,7876,10-19,0.0,0.0,0.0
base,7877,0-9,0.05,0.3333333333333333,0.1480409554829326
base,7878,20-29,0.0,0.0,0.0
base,7879,0-9,0.0,0.0,0.0
base,7880,10-19,0.0,0.0,0.0
base,7881,0-9,0.05,0.3333333333333333,0.10858087310103355
base,7882,20-29,0.0,0.0,0.0
base,7883,0-9,0.0,0.0,0.0
base,7884,10-19,0.0,0.0,0.0
base,7885,10-19,0.0,0.0,0.0
base,7886,10-19,0.0,0.0,0.0
base,7887,10-19,0.0,0.0,0.0
base,7888,10-19,0.0,0.0,0.0
base,7889,0-9,0.0,0.0,0.0
base,7890,10-19,0.0,0.0,0.0
base,7891,20-29,0.05,0.125,0.06323567569191428
base,7892,10-19,0.0,0.0,0.0
base,7893,10-19,0.05,0.3333333333333333,0.13565197343244778
base,7894,10-19,0.05,0.16666666666666666,0.08440880858250024
base,7895,10-19,0.0,0.0,0.0
base,7896,10-19,0.05,0.3333333333333333,0.11047239495909743
