user_id,n_hits,n_test_items,hit_items,hit_ranks
2655,1,11,1626,15
2658,1,9,6274,18
2661,1,6,8740,12
2664,1,6,7177,17
2666,1,6,5477,7
2667,1,4,7429,18
2671,1,5,7345,15
2675,1,9,7576,6
2678,1,46,11391,17
2679,1,8,6173,15
2680,1,7,12781,4
2681,1,17,1091,8
2682,1,6,1449,3
2685,1,5,3659,13
2686,1,18,3082,1
2688,1,15,12968,13
2689,1,19,3359,11
2696,1,5,2964,12
2697,1,12,4477,3
2698,1,6,8484,1
2703,1,6,10475,14
2708,1,4,8806,6
2712,1,2,10886,3
2717,1,4,5803,8
2723,1,2,4767,13
2726,1,6,4472,17
2730,1,6,1446,10
2736,1,3,5938,2
2744,1,3,3313,5
2745,1,2,11018,19
2755,1,4,1909,10
2759,1,33,13214,5
2766,1,11,2293,4
2767,1,3,1476,11
2769,1,4,8469,15
2770,1,11,7532,11
2775,1,3,6642,10
2777,1,3,8893,20
2782,1,4,6092,19
2785,1,9,11432,17
2786,1,15,159,6
2789,1,6,4628,14
2792,1,4,9065,14
2798,1,10,13804,6
2799,1,27,13310,6
2809,1,3,11489,13
2811,1,16,518,15
2812,1,3,1506,13
2819,1,7,5938,14
2822,1,9,4861,2
2825,1,12,4830,5
2826,1,5,10556,19
2827,1,8,1817,15
2831,1,14,2923,13
2832,1,8,7347,16
2839,1,6,4863,4
2844,1,3,7898,13
2846,1,5,8540,19
2847,1,5,2981,10
2853,1,10,12250,7
2857,1,3,10204,6
2861,1,4,3196,1
2862,1,11,5841,1
2871,1,6,3409,1
2877,1,2,10530,10
2878,1,6,1621,5
2881,1,3,1965,11
2882,1,6,10390,19
2885,1,9,2929,5
2894,1,7,10096,18
2896,1,8,7146,6
2897,1,5,1621,9
2902,1,4,5920,6
2903,1,4,10013,10
2905,1,4,6661,11
2906,1,2,7087,5
2908,1,7,13748,6
2910,1,3,9126,14
2912,1,2,9902,9
2913,1,14,4535,11
2924,1,30,3906,12
2927,1,3,4559,3
2931,1,7,4450,10
2932,1,9,10773,15
2935,1,3,3111,10
2940,1,2,7306,17
2941,1,10,1667,6
2945,1,39,8507,7
2948,1,11,12042,3
2952,1,2,10354,13
2964,1,10,12781,7
2965,1,6,6014,4
2966,1,11,3076,4
2968,1,15,10345,17
2976,1,23,807,9
2991,1,7,4365,20
2992,1,8,11406,1
2996,1,13,1565,3
2997,1,2,8560,4
2999,1,10,11341,2
3007,1,3,3577,5
3012,1,9,9910,16
3014,1,3,8636,2
3019,1,6,3346,5
3024,1,11,173,13
3025,1,3,8574,20
3026,1,16,226,1
3028,1,6,10062,12
3029,1,8,3284,14
3030,1,3,5864,10
3043,1,8,11341,3
3045,1,4,6840,1
3048,1,19,8511,4
3054,1,3,6223,2
3076,1,46,8751,17
3078,1,11,14081,9
3082,1,8,9901,5
3083,1,3,1792,13
3087,1,4,8578,14
3088,1,24,9251,3
3095,1,3,1640,8
3099,1,3,4492,19
3105,1,4,10376,8
3115,1,11,6390,18
3117,1,15,11567,5
3118,1,4,1662,12
3125,1,8,10275,7
3126,1,4,9367,12
3131,1,2,9312,1
3133,1,5,4865,14
3135,1,6,6012,1
3136,1,4,3022,15
3143,1,17,3284,12
3145,1,2,7333,19
3151,1,5,8531,2
3154,1,11,1493,1
3157,1,3,8670,19
3159,1,3,3200,19
3161,1,14,1825,20
3163,1,3,10317,2
3164,1,5,10437,5
3169,1,8,9272,4
3176,1,7,8538,7
3183,1,5,10469,18
3184,1,3,462,18
3192,1,3,7464,8
3193,1,3,11756,19
3198,1,23,10157,14
3205,1,5,12844,6
3207,1,2,4535,2
3211,1,3,2334,13
3216,1,5,5948,16
3217,1,22,9957,7
3221,1,4,9909,11
3228,1,10,3147,16
3229,1,16,4552,4
3237,1,8,2898,3
3245,1,15,119,19
3249,1,3,12332,3
3250,1,2,7589,17
3251,1,14,13557,2
3253,1,4,8523,16
3260,1,10,6540,18
3262,1,5,9355,20
3271,1,4,10307,8
3273,1,5,12895,5
3274,1,4,7779,4
3277,1,2,8874,1
3282,1,9,4351,8
3286,1,4,7122,11
3294,1,8,12174,9
3299,1,9,11448,7
3300,1,6,4949,5
3308,1,5,7354,8
3311,1,5,4866,17
3314,1,3,9918,7
3319,1,4,2168,11
3323,1,14,7147,20
3328,1,4,4508,2
3332,1,18,1605,10
3334,1,7,7461,12
3337,1,5,7591,4
3340,1,4,5881,5
3350,1,3,9902,1
3356,1,3,3036,2
3367,1,12,4561,6
3369,1,15,3573,15
3376,1,7,12764,1
3378,1,4,4763,10
3382,1,3,5846,8
3385,1,3,216,2
3391,1,10,4535,9
3399,1,3,10082,11
3400,1,8,7170,8
3407,1,3,4668,9
3410,1,4,13014,7
3413,1,3,1493,7
3426,1,11,13039,3
3431,1,4,2159,5
3443,1,7,4646,5
3447,1,22,11329,2
3450,1,8,9963,7
3454,1,15,1674,14
3456,1,4,4108,17
3462,1,26,2881,11
3470,1,4,9902,3
3483,1,3,2959,4
3484,1,5,7383,9
3493,1,5,13361,10
3494,1,15,13214,16
3499,1,5,1538,4
3507,1,6,9903,1
3508,1,4,11412,4
3519,1,8,6052,12
3522,1,5,3036,10
3524,1,4,3307,19
3526,1,5,2904,9
3527,1,3,3101,7
3528,1,16,460,1
3531,1,10,12867,2
3533,1,3,13428,3
3534,1,13,3050,20
3536,1,3,9902,8
3551,1,7,14040,13
3557,1,4,3139,4
3560,1,11,13407,17
3565,1,3,2446,11
3566,1,10,51,17
3567,1,3,3837,15
3570,1,3,4680,5
3573,1,2,9899,9
3574,1,5,11341,15
3576,1,3,11672,4
3577,1,6,7134,9
3580,1,6,9935,10
3582,1,6,3022,14
3593,1,12,9126,5
3594,1,4,856,6
3598,1,3,1543,4
3599,1,20,10287,14
3602,1,5,3228,20
3612,1,6,4004,20
3614,1,4,1653,1
3616,1,7,1793,13
3622,1,9,1586,1
3624,1,3,1527,18
3631,1,3,11480,12
3636,1,4,9949,9
3640,1,7,8707,8
3648,1,16,9879,3
3660,1,7,3796,7
3664,1,5,12838,9
3666,1,8,13315,5
3677,1,2,5847,15
3682,1,8,10318,12
3692,1,4,4477,16
3693,1,4,12794,1
3694,1,12,13668,1
3696,1,9,5972,5
3702,1,5,7308,11
3703,1,11,13374,7
3705,1,3,11755,10
3709,1,7,3307,16
3710,1,5,4352,15
3713,1,3,3304,1
3715,1,6,9395,8
3719,1,17,298,10
3721,1,25,1500,9
3722,1,4,5998,9
3725,1,3,4874,7
3726,1,3,7519,6
3727,1,4,1436,10
3737,1,3,7228,2
3739,1,4,13901,6
3743,1,12,8992,16
3747,1,3,10259,16
3749,1,4,11332,6
3750,1,3,7109,1
3753,1,3,3733,20
3761,1,3,7087,20
3762,1,5,3118,1
3763,1,4,1888,13
3768,1,3,3796,9
3769,1,5,4412,10
3770,1,3,5881,14
3773,1,5,7087,1
3776,1,3,6033,12
3784,1,32,8636,10
3791,1,4,2978,13
3802,1,6,3036,9
3813,1,9,4381,9
3814,1,3,4178,20
3817,1,3,4515,8
3819,1,6,9330,13
3825,1,14,11662,9
3831,1,3,12794,5
3833,1,5,12036,17
3838,1,3,8469,19
3842,1,3,3381,6
3846,1,2,7202,11
3854,1,5,2895,3
3855,1,3,1554,13
3857,1,7,1464,2
3859,1,16,5891,13
3863,1,4,1464,3
3864,1,4,173,13
3867,1,4,9304,11
3870,1,3,9021,3
3871,1,4,7407,11
3872,1,7,1889,18
3874,1,3,8007,9
3876,1,4,3481,17
3882,1,11,1993,3
3887,1,3,10279,10
3889,1,3,6274,9
3900,1,11,6186,1
3904,1,4,4758,20
3906,1,5,1745,19
3910,1,3,7098,20
3917,1,4,8540,3
3924,1,14,4370,11
3925,1,6,10270,8
3929,1,9,13086,16
3931,1,7,3717,17
3932,1,9,4471,2
3939,1,3,7135,1
3943,1,3,5841,11
3945,1,8,7642,14
3946,1,3,4703,1
3948,1,6,10317,11
3949,1,8,5921,11
3963,1,3,2881,17
3969,1,3,9902,12
3972,1,13,11333,10
3974,1,6,9386,16
3975,1,2,10866,19
3977,1,5,4541,14
3978,1,7,11321,4
3981,1,4,10015,3
3991,1,2,10180,10
3993,1,14,13616,15
3997,1,11,3310,3
3999,1,2,3036,16
4010,1,3,7636,18
4013,1,7,3208,15
4016,1,3,1755,18
4021,1,3,3050,13
4022,1,8,7123,10
4023,1,3,5922,15
4028,1,3,10013,5
4037,1,14,11590,18
4054,1,36,12799,14
4062,1,9,6004,14
4068,1,11,2705,5
4069,1,13,5750,3
4077,1,4,9096,20
4080,1,12,2338,11
4084,1,6,3481,6
4086,1,6,4838,13
4091,1,3,3183,14
4096,1,9,6321,18
4101,1,8,11323,1
4103,1,19,4351,17
4104,1,17,12078,13
4108,1,3,1464,2
4114,1,3,7876,6
4116,1,10,8753,9
4120,1,3,1535,1
4121,1,5,12981,12
4123,1,3,10012,5
4125,1,4,9050,9
4127,1,3,2880,14
4129,1,6,8610,14
4130,1,5,5965,10
4132,1,4,8560,20
4133,1,6,490,18
4137,1,6,3307,2
4140,1,6,1653,2
4141,1,9,1829,17
4144,1,4,3727,1
4153,1,19,1059,5
4164,1,3,11332,17
4166,1,2,2071,18
4167,1,3,11383,12
4172,1,10,3047,17
4175,1,24,11605,10
4180,1,13,3138,14
4184,1,3,6705,17
4189,1,3,11380,1
4190,1,3,4640,5
4192,1,9,13091,15
4197,1,3,4788,17
4199,1,11,10638,14
4203,1,3,7388,4
4204,1,5,6040,1
4205,1,2,2516,3
4206,1,7,8487,13
4207,1,3,5627,13
4210,1,10,1573,16
4212,1,2,11332,9
4214,1,12,9878,5
4218,1,8,2932,15
4219,1,3,2141,2
4235,1,7,10408,14
4236,1,11,4713,17
4238,1,3,11480,4
4239,1,22,2820,11
4240,1,5,12848,13
4244,1,5,3137,13
4251,1,6,3208,3
4254,1,6,1565,2
4257,1,3,1567,18
4258,1,5,8241,9
4259,1,3,6354,1
4267,1,7,8582,20
4268,1,2,6289,14
4277,1,4,2880,17
4292,1,5,5940,12
4295,1,4,9946,5
4302,1,12,2879,4
4309,1,4,8050,16
4313,1,5,3656,4
4315,1,3,6311,2
4322,1,4,11659,10
4325,1,8,8828,20
4326,1,4,8571,9
4332,1,10,14004,17
4335,1,4,6274,18
4336,1,15,4519,6
4337,1,3,9886,8
4341,1,2,7132,9
4343,1,11,3430,2
4349,1,7,7122,2
4352,1,6,6426,10
4355,1,4,519,16
4360,1,11,13227,2
4362,1,7,10718,7
4363,1,4,10211,18
4369,1,4,5965,2
4370,1,11,4541,13
4398,1,3,9973,14
4400,1,3,12042,13
4412,1,6,9939,19
4415,1,6,9956,11
4428,1,11,7241,20
4430,1,6,5403,10
4431,1,3,7843,2
4433,1,21,1720,12
4438,1,3,11343,2
4440,1,4,6442,8
4444,1,14,7225,18
4452,1,6,10198,6
4457,1,8,12855,15
4467,1,6,11779,1
4474,1,3,11566,1
4480,1,8,5793,9
4495,1,4,7532,13
4503,1,3,2880,2
4507,1,2,7813,11
4508,1,5,6009,13
4512,1,10,11380,15
4514,1,7,9054,5
4515,1,2,5755,10
4520,1,3,7614,15
4521,1,13,11321,6
4525,1,3,3794,11
4526,1,5,5930,12
4528,1,11,2423,12
4542,1,5,9990,5
4550,1,4,8610,3
4558,1,4,4402,11
4559,1,3,7592,11
4561,1,10,10174,11
4563,1,2,5750,4
4575,1,4,7094,14
4586,1,13,4572,16
4589,1,3,11232,8
4596,1,4,6121,16
4598,1,11,3183,9
4606,1,6,8469,4
4607,1,7,1484,9
4610,1,6,10149,12
4616,1,11,79,17
4618,1,9,7510,12
4619,1,3,7329,6
4624,1,3,3128,5
4625,1,4,9902,7
4628,1,3,9899,7
4632,1,5,9971,9
4639,1,4,7175,6
4640,1,6,11672,7
4642,1,7,13066,4
4649,1,3,13156,4
4650,1,4,5803,19
4653,1,5,12853,18
4655,1,6,7640,2
4658,1,4,8235,16
4659,1,13,5755,20
4664,1,3,3079,19
4666,1,5,10390,19
4671,1,15,12928,19
4675,1,3,10636,16
4689,1,9,10561,17
4699,1,4,3208,17
4709,1,5,3050,11
4713,1,9,4770,3
4718,1,10,5841,12
4720,1,15,3350,7
4723,1,4,10622,4
4726,1,9,7277,12
4728,1,6,9893,18
4731,1,5,8226,17
4745,1,7,1511,19
4747,1,11,11706,1
4748,1,10,1461,13
4749,1,2,5796,16
4758,1,3,10613,19
4759,1,3,12794,2
4761,1,4,12108,18
4768,1,3,3036,1
4773,1,3,11933,16
4778,1,17,8483,3
4780,1,12,1973,18
4782,1,4,8475,1
4789,1,3,10008,16
4791,1,12,12972,17
4793,1,12,10350,20
4794,1,4,1621,10
4803,1,3,403,1
4804,1,13,10261,7
4809,1,6,5961,3
4811,1,2,2904,4
4812,1,11,11341,2
4813,1,6,9978,7
4815,1,5,3149,8
4830,1,5,7507,13
4835,1,6,10381,18
4839,1,4,3192,4
4840,1,3,11416,4
4842,1,4,7429,20
4848,1,8,11659,12
4852,1,3,10011,8
4855,1,4,10408,9
4856,1,4,10184,9
4862,1,3,7092,12
4866,1,10,5971,4
4873,1,3,8901,6
4874,1,3,12367,18
4881,1,13,4731,10
4891,1,3,5973,17
4894,1,7,4352,13
4899,1,14,10184,20
4900,1,3,10055,5
4911,1,24,93,7
4913,1,5,4405,12
4916,1,6,3513,16
4922,1,6,9879,2
4925,1,3,3031,14
4930,1,14,1302,19
4931,1,5,4868,9
4935,1,4,10118,11
4939,1,12,8751,2
4940,1,3,10525,11
4949,1,5,3481,10
4956,1,2,5928,6
4959,1,5,8711,8
4960,1,16,9975,17
4961,1,7,12747,5
4967,1,14,11424,1
4969,1,7,2932,4
4970,1,3,64,15
4982,1,10,12858,7
4986,1,4,10067,5
4990,1,7,5755,10
4991,1,8,9087,1
4993,1,3,1453,3
4997,1,3,1511,5
5003,1,3,11888,3
5004,1,4,2892,5
5010,1,5,12875,12
5011,1,8,1464,15
5013,1,8,10156,10
5025,1,6,10541,12
5026,1,3,8686,1
5030,1,16,13304,9
5032,1,13,1380,9
5033,1,3,10075,18
5036,1,19,4497,11
5041,1,6,2908,12
5042,1,4,5019,20
5043,1,5,6222,5
5055,1,3,2574,13
5061,1,2,3183,3
5074,1,3,327,3
5083,1,3,11224,9
5084,1,3,1482,11
5087,1,8,8884,16
5096,1,12,11820,10
5103,1,3,8540,18
5109,1,2,12104,3
5110,1,8,9893,20
5117,1,6,7388,9
5121,1,9,3481,4
5129,1,4,3322,3
5136,1,5,12119,13
5137,1,3,1650,20
5139,1,6,8560,6
5142,1,5,10530,6
5143,1,9,4855,15
5147,1,4,7092,16
5148,1,4,4679,17
5153,1,5,5831,12
5156,1,7,1504,4
5158,1,3,11396,16
5165,1,9,8592,19
5166,1,4,8540,1
5170,1,5,13221,10
5175,1,3,11590,7
5180,1,3,5891,12
5194,1,4,7408,16
5201,1,6,2968,20
5203,1,8,3147,2
5204,1,3,3012,10
5206,1,4,775,4
5211,1,3,9946,9
5217,1,4,10831,19
5218,1,3,1667,2
5219,1,5,9611,12
5220,1,3,4559,14
5222,1,5,7297,16
5229,1,8,3155,20
5232,1,6,1856,11
5238,1,7,8531,5
5241,1,6,3121,18
5243,1,6,4976,13
5245,1,22,11416,8
5246,1,18,2908,10
5251,1,5,8513,18
5255,1,6,8469,7
5260,1,5,11403,4
5263,1,4,1515,9
5269,1,10,1292,2
5277,1,4,10862,10
5280,1,4,3080,8
5285,1,4,8522,2
5289,1,3,4353,13
5292,1,13,3183,15
5293,1,13,4572,10
5296,1,17,10475,6
5297,1,5,10381,1
5300,1,3,12138,2
5301,1,3,10101,14
5303,1,2,5965,9
5314,1,6,9154,8
5319,1,4,4514,20
5320,1,8,4352,20
5325,1,13,4570,4
5326,1,5,11341,4
5327,1,4,5650,1
5340,1,7,12967,11
5346,1,8,5788,3
5347,1,3,3036,8
5349,1,3,2052,12
5351,1,3,3128,16
5368,1,7,10432,14
5372,1,2,11325,13
5377,1,7,9014,10
5379,1,4,4305,5
5380,1,8,3147,16
5385,1,5,8349,20
5391,1,14,11323,3
5400,1,9,1511,15
5401,1,4,8610,1
5404,1,3,10530,1
5405,1,3,8707,2
5408,1,3,10428,16
5410,1,8,3364,6
5411,1,7,3012,1
5413,1,3,1567,4
5414,1,4,4572,7
5416,1,3,7300,19
5417,1,5,11454,16
5420,1,5,8918,5
5426,1,5,1511,6
5430,1,3,11827,6
5435,1,5,12822,1
5439,1,2,10622,4
5444,1,4,10944,14
5445,1,7,6036,4
5454,1,3,5882,1
5461,1,3,9302,3
5462,1,6,2075,3
5468,1,11,404,1
5483,1,3,9423,18
5487,1,4,4360,7
5488,1,6,3229,18
5490,1,5,7469,6
5492,1,5,4085,3
5497,1,5,3249,3
5501,1,3,11437,1
5505,1,4,3036,1
5512,1,4,13132,15
5513,1,9,11407,8
5516,1,9,12764,9
5517,1,3,2952,20
5518,1,7,7154,10
5520,1,2,3815,1
5525,1,2,9960,2
5528,1,12,10773,16
5533,1,3,12875,8
5537,1,5,9021,8
5541,1,6,10209,3
5546,1,4,10341,20
5548,1,6,3245,5
5551,1,7,8235,10
5553,1,4,2880,11
5554,1,3,11530,2
5561,1,7,3036,7
5564,1,3,3381,11
5566,1,3,2880,15
5567,1,4,11321,15
5569,1,3,1446,14
5580,1,3,4614,17
5584,1,6,8540,1
5588,1,4,460,19
5589,1,4,4849,15
5592,1,3,6052,11
5594,1,3,2890,18
5599,1,8,6412,18
5610,1,3,5917,14
5611,1,4,4541,12
5619,1,4,6160,12
5621,1,2,5301,16
5623,1,26,2815,16
5630,1,3,8735,7
5633,1,7,3082,3
5636,1,5,12977,11
5640,1,3,11397,7
5646,1,2,5957,9
5658,1,9,3022,8
5660,1,8,3346,1
5663,1,4,3412,5
5665,1,10,12950,14
5669,1,7,1565,2
5676,1,10,13023,4
5680,1,3,6557,17
5686,1,2,6205,6
5690,1,3,4354,2
5694,1,5,4890,11
5698,1,3,2884,9
5710,1,10,13020,5
5711,1,3,4771,9
5715,1,8,11352,15
5721,1,9,1856,3
5731,1,5,13161,7
5736,1,4,3200,15
5747,1,3,12922,11
5748,1,16,12875,20
5749,1,4,9414,3
5751,1,16,3496,13
5754,1,13,11190,15
5763,1,3,5971,13
5765,1,3,1662,19
5767,1,10,4598,7
5769,1,4,10475,11
5779,1,3,3012,16
5780,1,3,7121,1
5781,1,2,2893,19
5785,1,3,1436,16
5796,1,4,5805,9
5797,1,4,8994,7
5800,1,9,7085,1
5809,1,12,9893,18
5810,1,6,10542,18
5811,1,10,7209,10
5812,1,4,9342,16
5817,1,11,4365,6
5818,1,5,9907,11
5822,1,7,3298,19
5823,1,42,4480,11
5825,1,4,10509,8
5830,1,4,11800,20
5832,1,3,9745,2
5834,1,3,11369,4
5839,1,3,1482,14
5840,1,6,5800,8
5841,1,5,3368,10
5850,1,5,5077,15
5852,1,3,3128,3
5856,1,6,1889,19
5863,1,2,7228,14
5865,1,5,3036,7
5866,1,13,6263,18
5868,1,15,6203,11
5874,1,2,303,13
5879,1,4,4890,1
5880,1,2,5851,4
5882,1,3,4508,5
5893,1,6,10148,17
5904,1,11,3137,15
5905,1,3,3106,5
5915,1,5,8834,1
5932,1,2,9312,10
5937,1,6,3063,2
5940,1,5,11605,1
5945,1,4,4503,1
5946,1,3,9899,12
5948,1,4,8636,19
5949,1,3,10544,5
5950,1,11,11567,8
5956,1,3,7215,18
5957,1,3,1493,1
5959,1,3,7883,18
5972,1,5,9302,1
5974,1,9,3036,1
5979,1,3,12948,6
5988,1,3,8912,16
5996,1,3,549,4
5998,1,3,1658,10
6000,1,3,8523,17
6006,1,5,3036,10
6011,1,5,4868,17
6013,1,5,6012,17
6016,1,3,8015,1
6027,1,12,9524,16
6034,1,3,3085,1
6039,1,5,2897,7
6042,1,8,8766,6
6044,1,3,12932,10
6051,1,4,11849,3
6052,1,5,9021,8
6054,1,6,3602,10
6057,1,3,9991,5
6060,1,7,5841,5
6062,1,5,4618,9
6069,1,7,4508,13
6070,1,5,10054,12
6072,1,5,12408,2
6080,1,3,9899,20
6092,1,6,5881,9
6108,1,6,3370,8
6112,1,3,2363,14
6116,1,6,8540,20
6119,1,8,10483,4
6123,1,4,5505,1
6124,1,29,9834,13
6127,1,17,347,1
6137,1,4,10940,2
6141,1,4,6298,3
6142,1,5,13179,18
6157,1,4,9475,9
6159,1,6,8588,19
6181,1,4,6872,20
6187,1,7,4866,16
6190,1,3,6163,12
6193,1,8,7648,5
6197,1,15,3233,10
6198,1,4,1932,7
6199,1,15,12993,12
6207,1,10,5860,1
6210,1,3,2896,9
6212,1,5,3412,12
6220,1,6,4353,17
6226,1,3,10662,4
6227,1,2,8590,5
6228,1,8,7648,9
6230,1,5,5803,10
6235,1,4,8560,5
6237,1,6,5139,19
6241,1,3,3717,16
6244,1,5,6015,5
6246,1,4,5789,7
6247,1,6,1842,2
6255,1,9,5056,4
6261,1,4,6109,9
6263,1,4,8540,3
6266,1,3,2287,16
6272,1,3,1543,5
6277,1,30,7092,5
6278,1,4,1493,12
6280,1,15,7163,4
6285,1,2,8821,1
6286,1,3,1464,2
6290,1,8,4477,2
6292,1,7,12993,12
6293,1,3,3086,12
6295,1,5,7098,11
6299,1,3,7892,11
6301,1,4,11584,7
6302,1,3,8111,20
6303,1,9,5755,12
6312,1,7,6608,1
6313,1,3,5755,1
6315,1,3,10345,9
6319,1,6,5817,7
6323,1,3,1511,5
6324,1,9,11490,18
6335,1,4,3199,14
6346,1,4,11416,14
6348,1,6,11387,11
6357,1,4,6999,2
6363,1,4,4508,1
6367,1,11,7261,20
6369,1,4,5975,19
6377,1,11,12856,5
6380,1,3,8490,12
6381,1,7,6447,11
6383,1,14,12162,3
6384,1,3,9888,14
6393,1,3,6161,1
6398,1,6,1792,11
6401,1,4,3683,5
6412,1,7,10513,3
6417,1,7,11496,18
6422,1,6,4587,18
6423,1,3,4711,17
6429,1,3,2975,8
6434,1,5,12055,16
6435,1,4,7210,5
6438,1,16,2979,20
6441,1,3,7600,2
6442,1,7,12180,9
6448,1,5,11416,1
6454,1,3,5110,4
6455,1,8,3111,5
6458,1,3,8560,13
6459,1,2,8517,1
6464,1,3,10410,2
6471,1,5,4449,4
6476,1,2,3118,9
6477,1,5,6206,18
6479,1,4,5887,1
6496,1,6,4065,16
6505,1,4,2880,10
6509,1,3,1626,12
6516,1,3,4758,2
6519,1,19,6015,1
6521,1,11,13986,4
6522,1,2,5250,5
6525,1,5,3079,6
6528,1,4,1500,16
6534,1,3,5750,4
6535,1,3,7514,3
6542,1,3,2901,1
6546,1,3,8540,7
6555,1,5,9904,7
6561,1,15,7478,12
6565,1,4,169,15
6567,1,4,12565,18
6570,1,16,10410,16
6573,1,2,4133,10
6581,1,8,2890,13
6582,1,3,8540,6
6586,1,3,9987,15
6589,1,3,5909,7
6597,1,10,2932,14
6600,1,23,3242,16
6602,1,4,5772,11
6606,1,3,8610,10
6607,1,2,1626,16
6613,1,3,8511,3
6618,1,3,4584,16
6619,1,6,8534,11
6621,1,3,4480,12
6622,1,3,1453,3
6624,1,3,11343,10
6626,1,4,1812,9
6641,1,3,3042,19
6654,1,5,7119,15
6662,1,7,12764,5
6664,1,9,4351,9
6667,1,20,2892,1
6671,1,3,3080,4
6676,1,8,1586,18
6677,1,7,2893,5
6678,1,3,4761,5
6684,1,6,3019,13
6693,1,2,12179,20
6699,1,18,1140,14
6703,1,6,9928,7
6715,1,5,10008,5
6716,1,4,8540,2
6717,1,4,3032,15
6718,1,5,4567,13
6724,1,3,13072,16
6725,1,3,10476,8
6727,1,9,13360,11
6729,1,3,8601,9
6730,1,8,7092,14
6731,1,8,10664,6
6735,1,4,8627,12
6736,1,8,4508,15
6737,1,3,3579,4
6748,1,3,5878,18
6763,1,6,7790,2
6766,1,5,6021,9
6768,1,4,9904,11
6773,1,4,8636,3
6774,1,3,8707,5
6783,1,3,1490,5
6786,1,2,9707,5
6789,1,4,2461,3
6790,1,7,9693,18
6800,1,5,6775,17
6802,1,6,7122,4
6814,1,5,7919,17
6819,1,2,3717,3
6822,1,5,8540,5
6824,1,3,1558,14
6825,1,8,4692,2
6827,1,7,11443,6
6833,1,2,4754,18
6834,1,6,4370,8
6839,1,3,10408,9
6842,1,5,9150,11
6843,1,3,4566,1
6860,1,20,8601,18
6863,1,9,9173,19
6869,1,5,10528,6
6875,1,3,12764,1
6890,1,9,12794,18
6893,1,7,3080,10
6894,1,8,3830,11
6896,1,3,3866,5
6898,1,7,9020,8
6903,1,5,12935,18
6905,1,5,59,4
6906,1,3,9303,4
6908,1,3,4770,5
6911,1,3,8468,14
6912,1,13,13020,4
6918,1,3,5835,8
6919,1,3,7177,3
6924,1,6,9893,7
6928,1,3,13360,19
6936,1,9,3576,20
6939,1,16,11584,14
6941,1,6,3262,17
6952,1,3,8925,18
6961,1,4,8154,5
6966,1,10,10080,4
6967,1,5,2952,14
6973,1,3,3654,4
6974,1,4,5864,11
6985,1,4,3058,12
6988,1,4,11612,14
6991,1,6,3036,15
6994,1,4,1682,4
6997,1,3,8091,20
6998,1,2,10012,5
7001,1,4,2897,4
7003,1,7,13327,20
7014,1,6,10332,11
7025,1,3,1658,1
7033,1,6,3012,2
7043,1,7,4744,9
7057,1,12,12893,11
7062,1,3,9923,20
7063,1,4,2084,10
7067,1,4,10298,20
7073,1,4,11487,18
7080,1,2,2397,9
7086,1,11,12634,14
7087,1,5,7012,12
7092,1,3,3103,18
7093,1,5,8540,3
7097,1,8,5891,3
7099,1,7,11760,7
7102,1,4,232,20
7106,1,9,2880,14
7107,1,4,8560,2
7110,1,3,8690,7
7112,1,3,1586,1
7117,1,2,8148,6
7125,1,4,6148,6
7126,1,3,11330,11
7130,1,7,4589,10
7142,1,3,3258,9
7151,1,3,3974,20
7153,1,5,9973,20
7154,1,5,9021,1
7168,1,3,4911,14
7170,1,3,11416,6
7171,1,3,6340,10
7179,1,2,6194,12
7181,1,11,10164,12
7185,1,5,3078,19
7187,1,3,11480,17
7195,1,7,5962,14
7198,1,3,8606,9
7200,1,5,10052,17
7205,1,3,8636,9
7209,1,3,10508,19
7211,1,6,9086,6
7216,1,3,6654,2
7223,1,6,10853,16
7228,1,4,4543,18
7230,1,3,1453,11
7231,1,2,10491,13
7233,1,7,1662,9
7235,1,4,4368,10
7242,1,4,12867,2
7255,1,12,3022,7
7257,1,13,7223,1
7259,1,7,3412,9
7263,1,4,10004,19
7270,1,6,6052,8
7274,1,3,10339,1
7277,1,2,9892,4
7287,1,4,2981,2
7291,1,13,8226,10
7313,1,3,8686,3
7315,1,8,6388,9
7323,1,3,10436,15
7336,1,3,8621,19
7337,1,7,11529,6
7343,1,15,11380,2
7349,1,6,1573,7
7354,1,3,8930,8
7358,1,7,6339,1
7359,1,8,11341,1
7364,1,4,12752,17
7367,1,3,10662,9
7372,1,22,10599,17
7373,1,6,3275,18
7378,1,3,7841,20
7384,1,3,8540,13
7389,1,8,2158,4
7391,1,3,2943,1
7398,1,6,6036,13
7401,1,5,5998,15
7411,1,4,8685,5
7424,1,3,6155,9
7426,1,2,11530,15
7427,1,3,8604,4
7429,1,2,8475,1
7435,1,15,2965,14
7438,1,7,6052,20
7440,1,4,9011,3
7441,1,6,3346,14
7453,1,3,8251,18
7455,1,5,3869,6
7459,1,12,13240,14
7460,1,3,11449,9
7462,1,4,5841,15
7471,1,3,10012,3
7479,1,3,11403,2
7480,1,2,10520,15
7482,1,3,4143,19
7492,1,4,2892,5
7494,1,4,7478,2
7496,1,5,4247,18
7501,1,5,9968,4
7514,1,15,1452,15
7518,1,3,3326,14
7526,1,5,10057,5
7528,1,5,8511,1
7533,1,2,9185,16
7543,1,3,7154,11
7548,1,3,2049,15
7552,1,3,6194,15
7558,1,10,5814,3
7571,1,6,1889,5
7573,1,9,3846,17
7577,1,3,8540,19
7581,1,3,11641,15
